id,text,labels,group,split,mp3_path
863,Artist: the kokoon. Album: erase. Track: 01 calling. Excerpt 30-59 seconds.,techno|electronic|synth|weird,the kokoon,train,6/the_kokoon-erase-01-calling-30-59.mp3
866,Artist: the kokoon. Album: erase. Track: 01 calling. Excerpt 117-146 seconds.,drums|rock|piano|pop,the kokoon,train,6/the_kokoon-erase-01-calling-117-146.mp3
867,Artist: the kokoon. Album: erase. Track: 01 calling. Excerpt 146-175 seconds.,vocals|drums|rock|male,the kokoon,train,6/the_kokoon-erase-01-calling-146-175.mp3
869,Artist: the kokoon. Album: erase. Track: 01 calling. Excerpt 204-233 seconds.,vocals|rock|female,the kokoon,train,6/the_kokoon-erase-01-calling-204-233.mp3
872,Artist: dj cary. Album: downtempo chill 2. Track: 01 calm ammonite. Excerpt 0-29 seconds.,guitar|slow|strings|cello,dj cary,train,4/dj_cary-downtempo_chill_2-01-calm_ammonite-0-29.mp3
873,Artist: dj cary. Album: downtempo chill 2. Track: 01 calm ammonite. Excerpt 30-59 seconds.,guitar|slow|no vocals|ambient,dj cary,train,4/dj_cary-downtempo_chill_2-01-calm_ammonite-30-59.mp3
874,Artist: dj cary. Album: downtempo chill 2. Track: 01 calm ammonite. Excerpt 59-88 seconds.,slow|female,dj cary,train,4/dj_cary-downtempo_chill_2-01-calm_ammonite-59-88.mp3
879,Artist: dj cary. Album: downtempo chill 2. Track: 01 calm ammonite. Excerpt 204-233 seconds.,female|pop,dj cary,train,4/dj_cary-downtempo_chill_2-01-calm_ammonite-204-233.mp3
892,Artist: the bots. Album: truth. Track: 01 cant explain. Excerpt 30-59 seconds.,techno|electronic|fast|beats|loud|pop|dance,the bots,train,0/the_bots-truth-01-cant_explain-30-59.mp3
901,Artist: james edwards. Album: canarios. Track: 01 canarios de murcia. Excerpt 88-117 seconds.,guitar,james edwards,train,7/james_edwards-canarios-01-canarios__de_murcia-88-117.mp3
902,Artist: da camera. Album: a celtic celebration. Track: 01 carolans concerto carolan five tunes by the irish harper. Excerpt 0-29 seconds.,classical|flute,da camera,train,a/da_camera-a_celtic_celebration-01-carolans_concerto_carolan_five_tunes_by_the_irish_harper-0-29.mp3
904,Artist: da camera. Album: a celtic celebration. Track: 01 carolans concerto carolan five tunes by the irish harper. Excerpt 59-88 seconds.,classical|harpsichord|flute|baroque,da camera,train,a/da_camera-a_celtic_celebration-01-carolans_concerto_carolan_five_tunes_by_the_irish_harper-59-88.mp3
907,Artist: claire fitch. Album: ambiencellist part ii. Track: 01 cellosphere. Excerpt 59-88 seconds.,classical|slow|strings|no vocals|violin|loud|new age,claire fitch,train,7/claire_fitch-ambiencellist_part_ii-01-cellosphere-59-88.mp3
908,Artist: claire fitch. Album: ambiencellist part ii. Track: 01 cellosphere. Excerpt 88-117 seconds.,slow|strings|no vocals|ambient|violin|synth|loud|quiet|soft|new age|weird,claire fitch,train,7/claire_fitch-ambiencellist_part_ii-01-cellosphere-88-117.mp3
909,Artist: claire fitch. Album: ambiencellist part ii. Track: 01 cellosphere. Excerpt 117-146 seconds.,strings|violin,claire fitch,train,7/claire_fitch-ambiencellist_part_ii-01-cellosphere-117-146.mp3
911,Artist: claire fitch. Album: ambiencellist part ii. Track: 01 cellosphere. Excerpt 175-204 seconds.,slow|strings|ambient|violin|synth,claire fitch,train,7/claire_fitch-ambiencellist_part_ii-01-cellosphere-175-204.mp3
914,Artist: gerard satamian. Album: dry fig trees. Track: 01 chansons sans paroles 1989 op 2 pastorale. Excerpt 0-29 seconds.,classical|piano,gerard satamian,train,6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-0-29.mp3
915,Artist: gerard satamian. Album: dry fig trees. Track: 01 chansons sans paroles 1989 op 2 pastorale. Excerpt 30-59 seconds.,classical|piano,gerard satamian,train,6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-30-59.mp3
918,Artist: gerard satamian. Album: dry fig trees. Track: 01 chansons sans paroles 1989 op 2 pastorale. Excerpt 117-146 seconds.,classical,gerard satamian,train,6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-117-146.mp3
919,Artist: gerard satamian. Album: dry fig trees. Track: 01 chansons sans paroles 1989 op 2 pastorale. Excerpt 146-175 seconds.,classical|slow|piano,gerard satamian,train,6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-146-175.mp3
920,Artist: gerard satamian. Album: dry fig trees. Track: 01 chansons sans paroles 1989 op 2 pastorale. Excerpt 175-204 seconds.,classical|slow|piano|flute|solo,gerard satamian,train,6/gerard_satamian-dry_fig_trees-01-chansons_sans_paroles_1989_op__2_pastorale-175-204.mp3
921,Artist: artemis. Album: undone. Track: 01 charming gun. Excerpt 0-29 seconds.,techno|drums|electronic|ambient|synth|no beat,artemis,train,1/artemis-undone-01-charming_gun-0-29.mp3
923,Artist: artemis. Album: undone. Track: 01 charming gun. Excerpt 59-88 seconds.,vocals|female|jazz,artemis,train,1/artemis-undone-01-charming_gun-59-88.mp3
924,Artist: artemis. Album: undone. Track: 01 charming gun. Excerpt 88-117 seconds.,female|dance,artemis,train,1/artemis-undone-01-charming_gun-88-117.mp3
925,Artist: artemis. Album: undone. Track: 01 charming gun. Excerpt 117-146 seconds.,vocals|techno|drums|fast|beats|female|synth,artemis,train,1/artemis-undone-01-charming_gun-117-146.mp3
927,Artist: artemis. Album: undone. Track: 01 charming gun. Excerpt 175-204 seconds.,vocals|female,artemis,train,1/artemis-undone-01-charming_gun-175-204.mp3
931,Artist: skitzo. Album: babblesick. Track: 01 class dismembered. Excerpt 59-88 seconds.,rock|loud|heavy|hard,skitzo,train,4/skitzo-babblesick-01-class_dismembered-59-88.mp3
933,Artist: skitzo. Album: babblesick. Track: 01 class dismembered. Excerpt 117-146 seconds.,guitar|drums|rock|loud|heavy|hard,skitzo,train,4/skitzo-babblesick-01-class_dismembered-117-146.mp3
934,Artist: skitzo. Album: babblesick. Track: 01 class dismembered. Excerpt 146-175 seconds.,rock|loud|heavy|hard,skitzo,train,4/skitzo-babblesick-01-class_dismembered-146-175.mp3
935,Artist: skitzo. Album: babblesick. Track: 01 class dismembered. Excerpt 175-204 seconds.,rock|heavy|hard,skitzo,train,4/skitzo-babblesick-01-class_dismembered-175-204.mp3
936,Artist: mijo. Album: fata morgana. Track: 01 click here. Excerpt 0-29 seconds.,electronic,mijo,train,1/mijo-fata_morgana-01-click_here-0-29.mp3
940,Artist: mijo. Album: fata morgana. Track: 01 click here. Excerpt 117-146 seconds.,electronic,mijo,train,1/mijo-fata_morgana-01-click_here-117-146.mp3
941,Artist: mijo. Album: fata morgana. Track: 01 click here. Excerpt 146-175 seconds.,techno|electronic|beats|sitar,mijo,train,1/mijo-fata_morgana-01-click_here-146-175.mp3
942,Artist: mijo. Album: fata morgana. Track: 01 click here. Excerpt 175-204 seconds.,synth,mijo,train,1/mijo-fata_morgana-01-click_here-175-204.mp3
967,Artist: edward martin and william bastian. Album: virtues and vices. Track: 01 come again sweet love doth now invite john dowland. Excerpt 0-29 seconds.,guitar|vocals|strings|harp,edward martin and william bastian,train,a/edward_martin_and_william_bastian-virtues_and_vices-01-come_again_sweet_love_doth_now_invite_john_dowland-0-29.mp3
968,Artist: edward martin and william bastian. Album: virtues and vices. Track: 01 come again sweet love doth now invite john dowland. Excerpt 30-59 seconds.,vocals|male|opera,edward martin and william bastian,train,a/edward_martin_and_william_bastian-virtues_and_vices-01-come_again_sweet_love_doth_now_invite_john_dowland-30-59.mp3
969,Artist: edward martin and william bastian. Album: virtues and vices. Track: 01 come again sweet love doth now invite john dowland. Excerpt 59-88 seconds.,vocals|male|opera,edward martin and william bastian,train,a/edward_martin_and_william_bastian-virtues_and_vices-01-come_again_sweet_love_doth_now_invite_john_dowland-59-88.mp3
970,Artist: edward martin and william bastian. Album: virtues and vices. Track: 01 come again sweet love doth now invite john dowland. Excerpt 88-117 seconds.,guitar|classical|vocals|male,edward martin and william bastian,train,a/edward_martin_and_william_bastian-virtues_and_vices-01-come_again_sweet_love_doth_now_invite_john_dowland-88-117.mp3
1037,Artist: american bach soloists. Album: j s bach transcriptions of italian music. Track: 01 concerto in a minor for four harpsichords bwv 1065 i allegro. Excerpt 0-29 seconds.,harpsichord,american bach soloists,train,0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-0-29.mp3
1038,Artist: american bach soloists. Album: j s bach transcriptions of italian music. Track: 01 concerto in a minor for four harpsichords bwv 1065 i allegro. Excerpt 30-59 seconds.,fast,american bach soloists,train,0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-30-59.mp3
1039,Artist: american bach soloists. Album: j s bach transcriptions of italian music. Track: 01 concerto in a minor for four harpsichords bwv 1065 i allegro. Excerpt 59-88 seconds.,classical|no vocals|harpsichord|orchestra,american bach soloists,train,0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-59-88.mp3
1040,Artist: american bach soloists. Album: j s bach transcriptions of italian music. Track: 01 concerto in a minor for four harpsichords bwv 1065 i allegro. Excerpt 88-117 seconds.,classical|harpsichord,american bach soloists,train,0/american_bach_soloists-j_s__bach__transcriptions_of_italian_music-01-concerto_in_a_minor_for_four_harpsichords_bwv_1065_i_allegro-88-117.mp3
1064,Artist: american baroque. Album: the four seasons by vivaldi. Track: 01 concerto no 1 in d major rv 269 spring allegro. Excerpt 0-29 seconds.,classical|strings|flute|baroque,american baroque,test,f/american_baroque-the_four_seasons_by_vivaldi-01-concerto_no_1_in_d_major_rv_269_spring__allegro-0-29.mp3
1066,Artist: american baroque. Album: the four seasons by vivaldi. Track: 01 concerto no 1 in d major rv 269 spring allegro. Excerpt 59-88 seconds.,classical|violin|flute,american baroque,test,f/american_baroque-the_four_seasons_by_vivaldi-01-concerto_no_1_in_d_major_rv_269_spring__allegro-59-88.mp3
1067,Artist: american baroque. Album: the four seasons by vivaldi. Track: 01 concerto no 1 in d major rv 269 spring allegro. Excerpt 88-117 seconds.,classical|strings|fast|violin|flute|baroque|orchestra,american baroque,test,f/american_baroque-the_four_seasons_by_vivaldi-01-concerto_no_1_in_d_major_rv_269_spring__allegro-88-117.mp3
1070,Artist: american baroque. Album: the four seasons by vivaldi. Track: 01 concerto no 1 in d major rv 269 spring allegro. Excerpt 175-204 seconds.,classical,american baroque,test,f/american_baroque-the_four_seasons_by_vivaldi-01-concerto_no_1_in_d_major_rv_269_spring__allegro-175-204.mp3
1071,Artist: altri stromenti. Album: uccellini. Track: 01 confitebor monteverdi. Excerpt 0-29 seconds.,classical|vocals|female|opera,altri stromenti,train,b/altri_stromenti-uccellini-01-confitebor_monteverdi-0-29.mp3
1074,Artist: altri stromenti. Album: uccellini. Track: 01 confitebor monteverdi. Excerpt 88-117 seconds.,classical|vocals|strings|female|violin|opera,altri stromenti,train,b/altri_stromenti-uccellini-01-confitebor_monteverdi-88-117.mp3
1075,Artist: altri stromenti. Album: uccellini. Track: 01 confitebor monteverdi. Excerpt 117-146 seconds.,vocals|strings|female|violin|opera,altri stromenti,train,b/altri_stromenti-uccellini-01-confitebor_monteverdi-117-146.mp3
1080,Artist: altri stromenti. Album: uccellini. Track: 01 confitebor monteverdi. Excerpt 262-291 seconds.,classical|vocals|female|violin|opera,altri stromenti,train,b/altri_stromenti-uccellini-01-confitebor_monteverdi-262-291.mp3
1082,Artist: beth quist. Album: lucidity. Track: 01 crazy. Excerpt 0-29 seconds.,guitar|slow|strings,beth quist,train,8/beth_quist-lucidity-01-crazy-0-29.mp3
1083,Artist: beth quist. Album: lucidity. Track: 01 crazy. Excerpt 30-59 seconds.,drums|rock|beats|female|modern,beth quist,train,8/beth_quist-lucidity-01-crazy-30-59.mp3
1088,Artist: beth quist. Album: lucidity. Track: 01 crazy. Excerpt 175-204 seconds.,techno|fast|female,beth quist,train,8/beth_quist-lucidity-01-crazy-175-204.mp3
1089,Artist: beth quist. Album: lucidity. Track: 01 crazy. Excerpt 204-233 seconds.,vocals|female|indian|pop|chanting,beth quist,train,8/beth_quist-lucidity-01-crazy-204-233.mp3
1090,Artist: beth quist. Album: lucidity. Track: 01 crazy. Excerpt 233-262 seconds.,indian,beth quist,train,8/beth_quist-lucidity-01-crazy-233-262.mp3
1092,Artist: american bach soloists. Album: j s bach mass in b minor cd2. Track: 01 credo in unum deum. Excerpt 30-59 seconds.,classical|strings|opera|choir,american bach soloists,train,7/american_bach_soloists-j_s__bach__mass_in_b_minor_cd2-01-credo_in_unum_deum-30-59.mp3
1100,Artist: skitzo. Album: heavy shit. Track: 01 curse of the phoenix. Excerpt 0-29 seconds.,guitar|rock,skitzo,test,e/skitzo-heavy_shit-01-curse_of_the_phoenix-0-29.mp3
1102,Artist: skitzo. Album: heavy shit. Track: 01 curse of the phoenix. Excerpt 59-88 seconds.,rock|heavy|hard,skitzo,test,e/skitzo-heavy_shit-01-curse_of_the_phoenix-59-88.mp3
1103,Artist: skitzo. Album: heavy shit. Track: 01 curse of the phoenix. Excerpt 88-117 seconds.,guitar|no vocals|rock|fast|loud|heavy|bass|hard,skitzo,test,e/skitzo-heavy_shit-01-curse_of_the_phoenix-88-117.mp3
1104,Artist: skitzo. Album: heavy shit. Track: 01 curse of the phoenix. Excerpt 117-146 seconds.,guitar|rock|loud,skitzo,test,e/skitzo-heavy_shit-01-curse_of_the_phoenix-117-146.mp3
1110,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 0-29 seconds.,techno,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-0-29.mp3
1112,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 59-88 seconds.,techno|electronic|synth|dance,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-59-88.mp3
1113,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 88-117 seconds.,techno|electronic|rock|fast|synth|loud|trance,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-88-117.mp3
1114,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 117-146 seconds.,slow|ambient,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-117-146.mp3
1116,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 175-204 seconds.,techno|electronic|no vocals|fast|ambient,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-175-204.mp3
1119,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 262-291 seconds.,electronic|synth,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-262-291.mp3
1121,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 320-349 seconds.,techno|electronic|fast|synth|loud|modern,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-320-349.mp3
1128,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 523-552 seconds.,techno|electronic|no vocals|new age,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-523-552.mp3
1129,Artist: ambient teknology. Album: the all seeing eye project. Track: 01 cyclops. Excerpt 552-581 seconds.,techno|beats,ambient teknology,test,d/ambient_teknology-the_all_seeing_eye_project-01-cyclops-552-581.mp3
1131,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 0-29 seconds.,guitar|classical|slow|sitar|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-0-29.mp3
1133,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 59-88 seconds.,guitar|slow|strings,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-59-88.mp3
1135,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 117-146 seconds.,slow|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-117-146.mp3
1136,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 146-175 seconds.,harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-146-175.mp3
1137,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 175-204 seconds.,classical|slow|soft|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-175-204.mp3
1138,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 204-233 seconds.,slow|quiet,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-204-233.mp3
1141,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 291-320 seconds.,slow|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-291-320.mp3
1142,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 320-349 seconds.,guitar,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-320-349.mp3
1143,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 349-378 seconds.,guitar|slow|no vocals|piano|quiet|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-349-378.mp3
1145,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 407-436 seconds.,guitar|classical|strings|no vocals|piano|solo|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-407-436.mp3
1146,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 436-465 seconds.,guitar|classical|slow|strings|no vocals|soft|solo|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-436-465.mp3
1151,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 581-610 seconds.,guitar|classical|strings|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-581-610.mp3
1152,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 610-639 seconds.,slow|piano|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-610-639.mp3
1153,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 639-668 seconds.,guitar|slow|strings|piano|soft|sitar|solo|harp|eastern,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-639-668.mp3
1154,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 668-697 seconds.,slow|no vocals|piano,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-668-697.mp3
1155,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 697-726 seconds.,guitar|classical|slow|strings|piano|solo|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-697-726.mp3
1156,Artist: tim rayborn. Album: chordae. Track: 01 damor non jauzi. Excerpt 726-755 seconds.,slow|strings|no vocals|piano|ambient|indian|soft|sitar|harp,tim rayborn,test,d/tim_rayborn-chordae-01-damor_non_jauzi-726-755.mp3
1160,Artist: hoxman. Album: synthesis of five. Track: 01 danse avec le vent. Excerpt 0-29 seconds.,vocals|male|indian|weird|foreign,hoxman,train,6/hoxman-synthesis_of_five-01-danse_avec_le_vent-0-29.mp3
1163,Artist: hoxman. Album: synthesis of five. Track: 01 danse avec le vent. Excerpt 88-117 seconds.,guitar|electronic|rock|fast|male|weird|modern,hoxman,train,6/hoxman-synthesis_of_five-01-danse_avec_le_vent-88-117.mp3
1166,Artist: hoxman. Album: synthesis of five. Track: 01 danse avec le vent. Excerpt 175-204 seconds.,beats,hoxman,train,6/hoxman-synthesis_of_five-01-danse_avec_le_vent-175-204.mp3
1167,Artist: hoxman. Album: synthesis of five. Track: 01 danse avec le vent. Excerpt 204-233 seconds.,vocals|drums|rock|loud,hoxman,train,6/hoxman-synthesis_of_five-01-danse_avec_le_vent-204-233.mp3
1188,Artist: paul avgerinos. Album: maya the great katun. Track: 01 dawn of the gods part 1. Excerpt 117-146 seconds.,ambient|flute|new age,paul avgerinos,test,d/paul_avgerinos-maya__the_great_katun-01-dawn_of_the_gods_part_1-117-146.mp3
1191,Artist: paul avgerinos. Album: maya the great katun. Track: 01 dawn of the gods part 1. Excerpt 204-233 seconds.,slow|quiet,paul avgerinos,test,d/paul_avgerinos-maya__the_great_katun-01-dawn_of_the_gods_part_1-204-233.mp3
1192,Artist: paul avgerinos. Album: maya the great katun. Track: 01 dawn of the gods part 1. Excerpt 233-262 seconds.,slow|ambient,paul avgerinos,test,d/paul_avgerinos-maya__the_great_katun-01-dawn_of_the_gods_part_1-233-262.mp3
1194,Artist: paul avgerinos. Album: maya the great katun. Track: 01 dawn of the gods part 1. Excerpt 291-320 seconds.,slow,paul avgerinos,test,d/paul_avgerinos-maya__the_great_katun-01-dawn_of_the_gods_part_1-291-320.mp3
1198,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 59-88 seconds.,electronic|beats,aba structure,train,7/aba_structure-epic-01-deep_step-59-88.mp3
1201,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 146-175 seconds.,electronic|no vocals,aba structure,train,7/aba_structure-epic-01-deep_step-146-175.mp3
1202,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 175-204 seconds.,techno|no vocals|beats|synth,aba structure,train,7/aba_structure-epic-01-deep_step-175-204.mp3
1209,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 378-407 seconds.,techno|female|pop,aba structure,train,7/aba_structure-epic-01-deep_step-378-407.mp3
1211,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 436-465 seconds.,vocals,aba structure,train,7/aba_structure-epic-01-deep_step-436-465.mp3
1212,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 465-494 seconds.,techno|electronic|beats|synth|new age,aba structure,train,7/aba_structure-epic-01-deep_step-465-494.mp3
1213,Artist: aba structure. Album: epic. Track: 01 deep step. Excerpt 494-523 seconds.,electronic|synth,aba structure,train,7/aba_structure-epic-01-deep_step-494-523.mp3
1215,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 30-59 seconds.,techno|electronic|ambient|synth,human response,train,4/human_response-delirious-01-delirious-30-59.mp3
1216,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 59-88 seconds.,techno|electronic|electric,human response,train,4/human_response-delirious-01-delirious-59-88.mp3
1218,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 117-146 seconds.,slow|piano,human response,train,4/human_response-delirious-01-delirious-117-146.mp3
1219,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 146-175 seconds.,drums|piano,human response,train,4/human_response-delirious-01-delirious-146-175.mp3
1222,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 233-262 seconds.,techno|piano|ambient|synth|new age,human response,train,4/human_response-delirious-01-delirious-233-262.mp3
1223,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 262-291 seconds.,piano|new age,human response,train,4/human_response-delirious-01-delirious-262-291.mp3
1224,Artist: human response. Album: delirious. Track: 01 delirious. Excerpt 291-320 seconds.,classical|piano|ambient,human response,train,4/human_response-delirious-01-delirious-291-320.mp3
1225,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 0-29 seconds.,slow|ambient|quiet,falling you,train,a/falling_you-human-01-destiny_trip-0-29.mp3
1226,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 30-59 seconds.,slow|electronic|ambient|quiet,falling you,train,a/falling_you-human-01-destiny_trip-30-59.mp3
1228,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 88-117 seconds.,slow|female,falling you,train,a/falling_you-human-01-destiny_trip-88-117.mp3
1230,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 146-175 seconds.,vocals|female,falling you,train,a/falling_you-human-01-destiny_trip-146-175.mp3
1231,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 175-204 seconds.,slow|vocals|female|synth,falling you,train,a/falling_you-human-01-destiny_trip-175-204.mp3
1232,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 204-233 seconds.,slow|beats|female|ambient|new age,falling you,train,a/falling_you-human-01-destiny_trip-204-233.mp3
1235,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 291-320 seconds.,vocals|drums|electronic|beats|female|jazz|no piano,falling you,train,a/falling_you-human-01-destiny_trip-291-320.mp3
1236,Artist: falling you. Album: human. Track: 01 destiny trip. Excerpt 320-349 seconds.,slow|vocals|techno|drums|female,falling you,train,a/falling_you-human-01-destiny_trip-320-349.mp3
1239,Artist: strojovna 07. Album: dirnix. Track: 01 dezert. Excerpt 30-59 seconds.,dance,strojovna 07,test,f/strojovna_07-dirnix-01-dezert-30-59.mp3
1241,Artist: strojovna 07. Album: dirnix. Track: 01 dezert. Excerpt 88-117 seconds.,techno|beats,strojovna 07,test,f/strojovna_07-dirnix-01-dezert-88-117.mp3
1242,Artist: strojovna 07. Album: dirnix. Track: 01 dezert. Excerpt 117-146 seconds.,techno|fast|beats|dance,strojovna 07,test,f/strojovna_07-dirnix-01-dezert-117-146.mp3
1264,Artist: barbara leoni. Album: human needs. Track: 01 dont rain on my parade. Excerpt 59-88 seconds.,vocals|female|jazz|country,barbara leoni,train,0/barbara_leoni-human_needs-01-dont_rain_on_my_parade-59-88.mp3
1268,Artist: barbara leoni. Album: human needs. Track: 01 dont rain on my parade. Excerpt 175-204 seconds.,vocals|female|jazz,barbara leoni,train,0/barbara_leoni-human_needs-01-dont_rain_on_my_parade-175-204.mp3
1271,Artist: version. Album: versions. Track: 01 double trust. Excerpt 59-88 seconds.,techno|drums|electronic|beats|no piano,version,train,2/version-versions-01-double_trust-59-88.mp3
1273,Artist: version. Album: versions. Track: 01 double trust. Excerpt 117-146 seconds.,no vocals|beats|piano|ambient|synth,version,train,2/version-versions-01-double_trust-117-146.mp3
1275,Artist: version. Album: versions. Track: 01 double trust. Excerpt 175-204 seconds.,drums|beats|piano,version,train,2/version-versions-01-double_trust-175-204.mp3
1276,Artist: version. Album: versions. Track: 01 double trust. Excerpt 204-233 seconds.,drums|piano,version,train,2/version-versions-01-double_trust-204-233.mp3
1277,Artist: version. Album: versions. Track: 01 double trust. Excerpt 233-262 seconds.,vocals|techno|electronic|male|beats|pop|weird,version,train,2/version-versions-01-double_trust-233-262.mp3
1279,Artist: version. Album: versions. Track: 01 double trust. Excerpt 291-320 seconds.,slow|drums|no vocals|piano,version,train,2/version-versions-01-double_trust-291-320.mp3
1283,Artist: mr epic. Album: sideways. Track: 01 down low. Excerpt 30-59 seconds.,techno|beats,mr epic,train,5/mr_epic-sideways-01-down_low-30-59.mp3
1286,Artist: mr epic. Album: sideways. Track: 01 down low. Excerpt 117-146 seconds.,slow|drums|beats|piano|synth,mr epic,train,5/mr_epic-sideways-01-down_low-117-146.mp3
1287,Artist: mr epic. Album: sideways. Track: 01 down low. Excerpt 146-175 seconds.,slow|drums,mr epic,train,5/mr_epic-sideways-01-down_low-146-175.mp3
1290,Artist: mr epic. Album: sideways. Track: 01 down low. Excerpt 233-262 seconds.,beats,mr epic,train,5/mr_epic-sideways-01-down_low-233-262.mp3
1346,Artist: jami sieber. Album: second sight. Track: 01 edge of my soul. Excerpt 30-59 seconds.,piano|ambient,jami sieber,train,4/jami_sieber-second_sight-01-edge_of_my_soul-30-59.mp3
1349,Artist: jami sieber. Album: second sight. Track: 01 edge of my soul. Excerpt 117-146 seconds.,drums|no vocals|ambient,jami sieber,train,4/jami_sieber-second_sight-01-edge_of_my_soul-117-146.mp3
