id,text,labels,group,split,genre_top,subset
44801,"Track: The Voyage. Artist: Rushjet1. Album: Party in Space. Tags: kid-friendly, childrens music, outer space, space, kazoomzoom, children, for kids, various artists kazoomzoom, electropop, chiptunes, chiptune, rushjet1.",Experimental,Rushjet1,train,Experimental,small
44802,"Track: Shiny Spaceship. Artist: 8-Bit Ninjas. Album: Party in Space. Tags: kid-friendly, childrens music, outer space, space, kazoomzoom, children, for kids, various artists kazoomzoom, 8-bit ninjas.",Experimental,8-Bit Ninjas,val,Experimental,small
44803,"Track: Spaceship Ride Through the Kitchen. Artist: W!zardK!d. Album: Party in Space. Tags: kid-friendly, childrens music, outer space, space, kazoomzoom, children, for kids, various artists kazoomzoom, wzardkd, kazoomzoom, youth performer.",Experimental,W!zardK!d,train,Experimental,small
44804,"Track: Helix Nebula. Artist: Anamanaguchi. Album: Party in Space. From New York City. Tags: kid-friendly, childrens music, outer space, space, kazoomzoom, children, for kids, various artists kazoomzoom, anamanaguchi.",Experimental,Anamanaguchi,train,Experimental,small
44805,"Track: Start Again. Artist: Monk Turner + Fascinoma. Album: Emergency Songs. Tags: creative commons, monk turner, earthquake, emergency songs, monk turner.",Pop,Monk Turner + Fascinoma,train,Pop,small
44806,"Track: Letter to the Los Angeleans [BEFORE]. Artist: Monk Turner + Fascinoma. Album: Emergency Songs. Tags: creative commons, monk turner, earthquake, emergency songs, monk turner.",Pop,Monk Turner + Fascinoma,train,Pop,small
44809,"Track: Everything Already. Artist: Monk Turner + Fascinoma. Album: Emergency Songs. Tags: creative commons, monk turner, earthquake, emergency songs, monk turner.",Pop,Monk Turner + Fascinoma,train,Pop,small
44820,"Track: Rhumbus. Artist: Black Bear Combo. Album: Game of Death. From Chicago. Tags: gypsy, gupsy, black bear combo.",International|Balkan,Black Bear Combo,train,International,small
44821,"Track: Otrov. Artist: Black Bear Combo. Album: Game of Death. From Chicago. Tags: gypsy, gupsy, black bear combo.",International|Balkan,Black Bear Combo,train,International,small
44822,"Track: Watchyerstep. Artist: Black Bear Combo. Album: Game of Death. From Chicago. Tags: gypsy, gupsy, black bear combo.",International|Balkan,Black Bear Combo,train,International,small
44823,"Track: Black Bear Kolo. Artist: Black Bear Combo. Album: Game of Death. From Chicago. Tags: gypsy, gupsy, black bear combo.",International|Balkan,Black Bear Combo,train,International,small
44825,Track: 6'39'' über Halberstadt (Bonus). Artist: Gerald Fiebig. Album: public transport. musique anecdotique in memoriam luc ferrari. Tags: gerald fiebig.,Experimental,Gerald Fiebig,train,Experimental,medium
44848,"Track: Field Piano 1. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,small
44849,"Track: Field Piano 2. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,small
44850,"Track: Field Piano 3. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,small
44851,"Track: Field Piano 4. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,small
44852,"Track: Field Piano 5. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,medium
44853,"Track: Field Piano 6. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,small
44854,"Track: Field Piano 7. Artist: Sunslide. Album: fieldpiano. From Suffolk, UK. Tags: sunslide.",Experimental,Sunslide,train,Experimental,small
44856,"Track: Mesmerizzato In Trono Via Dispersione Aerotropa (Bonus). Artist: Logoplasm. Album: kane-i-kokala. From Milano, Italy. Tags: logoplasm.",Experimental|Sound Collage,Logoplasm,val,Experimental,medium
44863,"Track: The Sacred And Her Journey Home (Bonus). Artist: Mirko Uhlig. Album: the rabbit's logbook. From Bonn, Germany. Tags: mirko uhlig.",Experimental,Mirko Uhlig,test,Experimental,medium
44886,"Track: Mexico City Blues. Artist: Los Negretes. Album: Los últimos diez minutos de Maria Duval. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44887,"Track: Princesa de Media Noche. Artist: Los Negretes. Album: Los últimos diez minutos de Maria Duval. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44888,"Track: Los Últimos 10 Minutos de María Duval. Artist: Los Negretes. Album: Los últimos diez minutos de Maria Duval. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44894,"Track: Puta ciudad. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44895,"Track: México City Blues II. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44896,"Track: Canción lenta. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44916,"Track: Run Peacock Run. Artist: Apache Dropout. Album: Half of the Apache Dropout LP. From Bloomington, Indiana. Tags: apache dropout.",Psych-Rock|Rock|Garage,Apache Dropout,train,Rock,medium
44917,"Track: I'm So Glad. Artist: Apache Dropout. Album: Half of the Apache Dropout LP. From Bloomington, Indiana. Tags: apache dropout.",Psych-Rock|Rock|Garage,Apache Dropout,train,Rock,small
44918,"Track: Teenager. Artist: Apache Dropout. Album: Half of the Apache Dropout LP. From Bloomington, Indiana. Tags: apache dropout.",Psych-Rock|Rock|Garage,Apache Dropout,train,Rock,small
44919,"Track: Nothing In My Hand. Artist: Apache Dropout. Album: Half of the Apache Dropout LP. From Bloomington, Indiana. Tags: apache dropout.",Psych-Rock|Rock|Garage,Apache Dropout,train,Rock,medium
44920,"Track: It's a Nightmare. Artist: Apache Dropout. Album: Half of the Apache Dropout LP. From Bloomington, Indiana. Tags: apache dropout.",Psych-Rock|Rock|Garage,Apache Dropout,train,Rock,medium
44921,"Track: Sam Phillips Rising. Artist: Apache Dropout. Album: Half of the Apache Dropout LP. From Bloomington, Indiana. Tags: apache dropout.",Psych-Rock|Rock|Garage,Apache Dropout,train,Rock,medium
44922,"Track: Proserpina's Gardens. Artist: Magdalena Solis. Album: Hesperia. From Belgium. Tags: magdalena solis, space-rock, cinematic, psychedelic, krautrock.",Post-Rock|Rock|Psych-Rock,Magdalena Solis,train,Rock,medium
44946,Track: Hot salsa trip. Artist: arsonist. Album: hot salsa trip. From France. Tags: arsonist.,International,arsonist,train,International,small
44947,"Track: La Mujer de Antonio. Artist: SONGO 21. Album: SONGO 21 - Studio sessions 2003. From Paris, France. Tags: cuba, france, songo 21.",International,SONGO 21,train,International,small
44948,"Track: Donde Estabas-tu ?. Artist: SONGO 21. Album: SONGO 21 - Studio sessions 2003. From Paris, France. Tags: cuba, france, songo 21.",International,SONGO 21,train,International,small
44949,"Track: Fallaste al sacar tu cuenta. Artist: SONGO 21. Album: SONGO 21 - Studio sessions 2003. From Paris, France. Tags: cuba, france, songo 21.",International,SONGO 21,train,International,small
44950,"Track: Amor Y Felicidad. Artist: SONGO 21. Album: SONGO 21 - Studio sessions 2003. From Paris, France. Tags: cuba, france, songo 21.",International,SONGO 21,train,International,small
44951,"Track: De Cuba. Artist: SONGO 21. Album: SONGO 21 - Studio sessions 2003. From Paris, France. Tags: cuba, france, songo 21.",International,SONGO 21,train,International,small
44952,"Track: Opening para Songo 21. Artist: SONGO 21. Album: SONGO 21 - Studio sessions 2003. From Paris, France. Tags: cuba, france, songo 21.",International,SONGO 21,train,International,small
44954,"Track: Lloviendo sobre el Distrito Federal. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44958,"Track: Journey of the Sleeping Giant. Artist: Magdalena Solis. Album: Hesperia. From Belgium. Tags: magdalena solis, space-rock, cinematic, psychedelic, krautrock.",Post-Rock|Rock|Psych-Rock,Magdalena Solis,train,Rock,medium
44959,"Track: Prophetic Dreams. Artist: Magdalena Solis. Album: Hesperia. From Belgium. Tags: magdalena solis, space-rock, cinematic, psychedelic, krautrock.",Post-Rock|Rock|Psych-Rock,Magdalena Solis,train,Rock,medium
44971,"Track: Cleopatra. Artist: Los Negretes. Album: Los últimos diez minutos de Maria Duval. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44973,"Track: Submarinos. Artist: Los Negretes. Album: Los últimos diez minutos de Maria Duval. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
44975,"Track: Running Sequence. Artist: Andrew Howes. Album: Set. From United Kingdom. Tags: andrew howes, surrism-phonoethics.",Experimental,Andrew Howes,train,Experimental,medium
44985,"Track: Salón Casino. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
45012,"Track: Garibaldi de noche. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
45016,"Track: Ganyang Nasionalisme. Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45018,"Track: Milisi Kecoa. Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45021,"Track: Ini Bukan Arab, Bung!. Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45022,"Track: Kalian Memang Menyedihkan!. Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45025,"Track: Attitude (Bad Brains Cover). Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45027,"Track: Kami Marah! (Bonus). Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45028,"Track: Ini Bukan Arab, Bung! (Bonus). Artist: Milisi Kecoa. Album: Kalian Memang Menyedihkan!. From Bandung, Indonesia. Tags: milisi kecoa.",Punk|Rock|Hardcore,Milisi Kecoa,test,Rock,medium
45054,"Track: O Starshem Brate. Artist: I Drug Moy Gruzovik.... Album: Stilizatsiya Poslevkusiya. From Dnipropetrovsk, UA. Tags: i drug moy gruzovik.",Post-Rock|Rock|Indie-Rock,I Drug Moy Gruzovik...,val,Rock,medium
45055,"Track: Pesnya Marka. Artist: I Drug Moy Gruzovik.... Album: Stilizatsiya Poslevkusiya. From Dnipropetrovsk, UA. Tags: i drug moy gruzovik.",Post-Rock|Rock|Indie-Rock,I Drug Moy Gruzovik...,val,Rock,small
45056,"Track: Privivka. Artist: I Drug Moy Gruzovik.... Album: Stilizatsiya Poslevkusiya. From Dnipropetrovsk, UA. Tags: i drug moy gruzovik.",Post-Rock|Rock|Indie-Rock,I Drug Moy Gruzovik...,val,Rock,medium
45057,"Track: Sudyonyshko. Artist: I Drug Moy Gruzovik.... Album: Stilizatsiya Poslevkusiya. From Dnipropetrovsk, UA. Tags: i drug moy gruzovik.",Post-Rock|Rock|Indie-Rock,I Drug Moy Gruzovik...,val,Rock,medium
45058,"Track: Zvuk Idyot. Artist: I Drug Moy Gruzovik.... Album: Stilizatsiya Poslevkusiya. From Dnipropetrovsk, UA. Tags: i drug moy gruzovik.",Post-Rock|Rock|Indie-Rock,I Drug Moy Gruzovik...,val,Rock,medium
45059,"Track: Poslednyaya (Vsyo, Eto Poslednyaya). Artist: I Drug Moy Gruzovik.... Album: Stilizatsiya Poslevkusiya. From Dnipropetrovsk, UA. Tags: i drug moy gruzovik.",Post-Rock|Rock|Indie-Rock,I Drug Moy Gruzovik...,val,Rock,medium
45060,"Track: We Will Spin Forever. Artist: The Echelon Effect. Album: Bad Panda #72. From London, UK. Tags: the echelon effect.",Post-Rock|Rock,The Echelon Effect,train,Rock,medium
45064,Track: cassette_01_song_01. Artist: The Ananas. Album: K5. Tags: the ananas.,Lo-Fi|Rock,The Ananas,val,Rock,medium
45098,"Track: Ella. Artist: Los Negretes. Album: Mexico City Blues. From Mexico City. Tags: los negretes, spanish, mexico, garage, mexico city, punk.",Punk|Rock|Garage,Los Negretes,train,Rock,medium
45099,"Track: Spell. Artist: Rolemusic. Album: Straw Fields. From Spain. Tags: rolemusic, chiptune.",Chiptune|Chip Music|Electronic,Rolemusic,train,Electronic,small
45100,"Track: Leafless Quince Tree. Artist: Rolemusic. Album: Straw Fields. From Spain. Tags: rolemusic, chiptune.",Chiptune|Chip Music|Electronic,Rolemusic,train,Electronic,small
45101,"Track: Straw Fields. Artist: Rolemusic. Album: Straw Fields. From Spain. Tags: rolemusic, chiptune.",Chiptune|Chip Music|Electronic,Rolemusic,train,Electronic,small
45102,"Track: Yellow Dust. Artist: Rolemusic. Album: Straw Fields. From Spain. Tags: rolemusic, chiptune.",Chiptune|Chip Music|Electronic,Rolemusic,train,Electronic,small
45103,"Track: Poppies. Artist: Rolemusic. Album: Straw Fields. From Spain. Tags: rolemusic, chiptune.",Chiptune|Chip Music|Electronic,Rolemusic,train,Electronic,small
45117,"Track: MOUTHR. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,medium
45119,"Track: BETTER SCIENCE. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,small
45122,"Track: SPACEBRAIN. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,small
45125,"Track: ONLYGIRL. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,small
45126,"Track: TAJ'S THEME. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,small
45127,"Track: MUD BUDDIES. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,small
45128,"Track: HHHHOTEL. Artist: Phemale. Album: A SPIDER'S WEB. From new haven, ct 06511.",Pop|Experimental Pop,Phemale,val,Pop,small
45135,Track: The Message. Artist: Federsen. Album: netlabelism.com - Compilation 02/11. Tags: federsen.,Electronic,Federsen,train,Electronic,medium
45136,Track: Flying Toads (Krowne Remix). Artist: Kromatic. Album: netlabelism.com - Compilation 02/11. Tags: kromatic.,Electronic,Kromatic,train,Electronic,medium
45137,Track: nowhere to hide (feat. enka). Artist: Joltask. Album: netlabelism.com - Compilation 02/11. Tags: joltask.,Electronic,Joltask,train,Electronic,medium
45138,"Track: Quantum Living (feat. Texture). Artist: Krowne. Album: netlabelism.com - Compilation 02/11. From Edinburgh, Scotland, UK. Tags: krowne.",Electronic,Krowne,val,Electronic,medium
45139,"Track: Backyard Prophet. Artist: Photophob. Album: netlabelism.com - Compilation 02/11. From Graz, Austria. Tags: photophob.",Electronic,Photophob,train,Electronic,medium
45140,Track: aenictus. Artist: helix nebula. Album: netlabelism.com - Compilation 02/11. Tags: helix nebula.,Electronic,helix nebula,train,Electronic,medium
45141,Track: The End of Time. Artist: Computer Magic. Album: netlabelism.com - Compilation 02/11. From Brooklyn. Tags: computer magic.,Electronic,Computer Magic,train,Electronic,medium
45142,Track: Polymerase. Artist: The Gasman. Album: netlabelism.com - Compilation 02/11. Tags: the gasman.,Electronic,The Gasman,val,Electronic,medium
45143,Track: blaugrau [alessandro crimi rmx]. Artist: freund der familie. Album: netlabelism.com - Compilation 02/11. Tags: freund der familie.,Electronic,freund der familie,val,Electronic,medium
45144,Track: Ventillator. Artist: Zoltan Solomon. Album: netlabelism.com - Compilation 02/11. Tags: zoltan solomon.,Electronic,Zoltan Solomon,test,Electronic,medium
45145,"Track: Bačovská. Artist: Miretz. Album: We Call It Skweeast, Vol. 1. Tags: miretz.",Dubstep|Electronic,Miretz,train,Electronic,medium
45146,"Track: Fšenku. Artist: Emah. Album: We Call It Skweeast, Vol. 1. Tags: emah.",Dubstep|Electronic,Emah,train,Electronic,medium
45147,"Track: Trávnica. Artist: Future Sound Of Petržalka. Album: We Call It Skweeast, Vol. 1. Tags: future sound of petralka.",Dubstep|Electronic,Future Sound Of Petržalka,train,Electronic,medium
45148,"Track: Tebe Nema. Artist: Karaoke Tundra. Album: We Call It Skweeast, Vol. 1. Tags: karaoke tundra.",Dubstep|Electronic,Karaoke Tundra,train,Electronic,medium
45149,"Track: Magyar Skweeast. Artist: Nisiru. Album: We Call It Skweeast, Vol. 1. Tags: nisiru.",Dubstep|Electronic,Nisiru,test,Electronic,small
45150,"Track: Suffer. Artist: Michael Kelso. Album: We Call It Skweeast, Vol. 2. Tags: michael kelso.",Dubstep|Electronic,Michael Kelso,train,Electronic,small
45151,"Track: Vychovaj Ma. Artist: Burning Boy. Album: We Call It Skweeast, Vol. 2. Tags: burning boy.",Dubstep|Electronic,Burning Boy,train,Electronic,small
45152,"Track: Million Flutes And One Drunken Shepherd. Artist: DrGy. Album: We Call It Skweeast, Vol. 2. Tags: drgy.",Dubstep|Electronic,DrGy,test,Electronic,small
45153,"Track: Green Deli. Artist: Foolk. Album: We Call It Skweeast, Vol. 2. Tags: foolk.",Dubstep|Electronic,Foolk,train,Electronic,small
45154,"Track: 101010W. Artist: Influenza. Album: We Call It Skweeast, Vol. 2. Tags: influenza.",Dubstep|Electronic,Influenza,train,Electronic,small
45230,Track: yoko onoz blues. Artist: HENOG le musicien. Album: HENOG le musicien. Tags: henog le musicien.,Folk,HENOG le musicien,train,Folk,medium
45275,"Track: Franz Kafka. Artist: The Prefab Messiahs. Album: Franz Kafka / Prefab Sun. From Wormtown (Worcester) MA, 01610. Tags: proto-indie, the prefab messiahs, garage, lo-fi, garage rock, wormtown, almost ready records, garage punk, garage pop, the prefab messiahs, art punk, massachusetts.",Indie-Rock|Rock|Garage|Post-Punk|Lo-Fi|Punk,The Prefab Messiahs,train,Rock,medium
45335,Track: Billy Ocean. Artist: Baby Jazz. Album: Bad Panda #73. Tags: baby jazz.,Pop|Experimental Pop,Baby Jazz,train,Pop,small
45362,Track: A1 Children are playing game. Artist: Dragon. Album: Kalahen. From Belgium. Tags: dragon.,Progressive|Rock,Dragon,test,Rock,medium
45363,Track: A 2 Ballad. Artist: Dragon. Album: Kalahen. From Belgium. Tags: dragon.,Progressive|Rock,Dragon,test,Rock,medium
45364,Track: A3 America. Artist: Dragon. Album: Kalahen. From Belgium. Tags: dragon.,Progressive|Rock,Dragon,test,Rock,medium
45365,Track: A4 Les hommes bleus. Artist: Dragon. Album: Kalahen. From Belgium. Tags: dragon.,Progressive|Rock,Dragon,test,Rock,medium
45366,Track: B1 Red light. Artist: Dragon. Album: Kalahen. From Belgium. Tags: dragon.,Progressive|Rock,Dragon,test,Rock,medium
45375,Track: Choice (Featuring Ashley Macachor) (dustmotes Remix). Artist: Jeremy Macachor. Album: Choice. From California. Tags: jeremy macachor.,Indie-Rock|Rock,Jeremy Macachor,train,Rock,medium
45387,"Track: Come Fly With Me. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45388,"Track: I'm Not Ready Right Now. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45389,"Track: Nort rv.. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45390,"Track: Le Banc Dans Le Bois. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45391,"Track: Like Summer Tempests Came His Tears. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45392,"Track: Intracellularisan. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45393,"Track: Le dernier. Artist: Blear Moon. Album: Sauvignon Valley. From Ústí nad Labem, Czech Republic. Tags: electronic pop, modern classical, minimalism, piano, drone, electonic, blear moon, electronic, piano, drone.",Ambient|Instrumental,Blear Moon,train,Instrumental,small
45419,"Track: AAB. Artist: Glass Boy. Album: DSM. From Denver, CO. Tags: glass boy, beats, tape, electonic, analog, library music, lo-fi, avant garde, instrumental, film music, glitch.",Experimental,Glass Boy,val,Experimental,medium
45420,"Track: GAD. Artist: Glass Boy. Album: DSM. From Denver, CO. Tags: glass boy, beats, tape, electonic, analog, library music, lo-fi, avant garde, instrumental, film music, glitch.",Experimental,Glass Boy,val,Experimental,medium
45423,"Track: ND. Artist: Glass Boy. Album: DSM. From Denver, CO. Tags: glass boy, beats, tape, electonic, analog, library music, lo-fi, avant garde, instrumental, film music, glitch.",Experimental,Glass Boy,val,Experimental,medium
45427,"Track: SM. Artist: Glass Boy. Album: DSM. From Denver, CO. Tags: glass boy, beats, tape, electonic, analog, library music, lo-fi, avant garde, instrumental, film music, glitch.",Experimental,Glass Boy,val,Experimental,medium
45429,"Track: M. Artist: Glass Boy. Album: DSM. From Denver, CO. Tags: glass boy, beats, tape, electonic, analog, library music, lo-fi, avant garde, instrumental, film music, glitch.",Experimental,Glass Boy,val,Experimental,medium
45463,"Track: Cuban Homo Farm. Artist: Silver Abuse. Album: Live at Lucky Gator - 12/27/07. From Chicago, IL.",Punk|Rock,Silver Abuse,train,Rock,medium
45469,"Track: Jumpin' Through the Jungle. Artist: Silver Abuse. Album: Live at Lucky Gator - 12/27/07. From Chicago, IL.",Punk|Rock,Silver Abuse,train,Rock,medium
45474,Track: Born From Above. Artist: Original Innocence. Album: Original Innocence. From New York. Tags: original innocence.,Rock,Original Innocence,train,Rock,small
45475,Track: Jungle Law. Artist: Original Innocence. Album: Original Innocence. From New York. Tags: original innocence.,Rock,Original Innocence,train,Rock,small
45485,Track: Dogs pt. 2. Artist: The Woolen Men. Album: How I Learned To Shave. Tags: the woolen men.,Indie-Rock|Lo-Fi|Rock,The Woolen Men,train,Rock,medium
45486,Track: Two Brothers. Artist: The Woolen Men. Album: How I Learned To Shave. Tags: the woolen men.,Indie-Rock|Lo-Fi|Rock,The Woolen Men,train,Rock,medium
45502,"Track: Video Connector (Outro). Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,medium
45503,"Track: The TV-Asteroid. Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,medium
45504,"Track: Ugol Padeniya. Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,medium
45505,"Track: Look Back. Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,medium
45506,"Track: Pair Of Minutes Before Reboot. Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,medium
45507,"Track: Crash Of The First Interstellar Channel. Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,medium
45508,"Track: Play (Intro). Artist: 2NRO8OT. Album: Ugol Padeniya. Tags: chiptune, 2nro8ot.",Chiptune|Chip Music|Electronic,2NRO8OT,train,Electronic,small
45513,"Track: Oh mary what have you done. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45514,"Track: Evils. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45515,"Track: Broken boiler. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45516,"Track: We wont be mowing today. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45517,"Track: Tip toes. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45518,"Track: Chicago. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45519,"Track: Swimmer. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45520,"Track: Sisters. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45521,"Track: Rivers. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45522,"Track: Windings. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45523,"Track: North bank upper. Artist: Plusplus. Album: Evils. From London and South East, United Kingdom. Tags: acoustic, instrumental, folk, plusplus, acoustic, instrumental, la bel netlabel, folk.",Folk,Plusplus,train,Folk,small
45544,"Track: Young Lovers. Artist: Occult Detective Club. Album: Live on WFMU's Three-Chord Monte with Joe Belock 3/17/11. From Denton, Texas. Tags: occult detective club.",Punk|Rock,Occult Detective Club,train,Rock,medium
